,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
2012,United Kingdom,Standard Room,2 nights ,March 2020,Couple,,,10,Exceptional
2013,United Kingdom,Standard Room,1 night ,March 2020,Couple,,,9.0,Wonderful
2014,United Kingdom,Standard Room,1 night ,March 2020,Couple,,,9.6,Exceptional
2015,United Kingdom,Standard Room,1 night ,March 2020,Couple,,,8.0,Very Good
2016,United Kingdom,Standard Room,1 night ,March 2020,Couple,,,9.0,Wonderful
2017,United Kingdom,Standard Room,1 night ,March 2020,Couple,,,10,Exceptional
2018,United Kingdom,Superior Room,1 night ,February 2020,Couple,,,9.0,Wonderful
2019,United Kingdom,Superior Room,1 night ,February 2020,Couple,,,10,Exceptional
2020,United Kingdom,Standard Room,2 nights ,February 2020,Group,,,9.6,Exceptional
2021,United Kingdom,Standard Room,2 nights ,February 2020,Couple,,,9.0,"Really relaxing and comfortable, Ideal base for exploring Glasgow"
2022,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2023,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2024,United Kingdom,Standard Room,1 night ,February 2020,Solo traveler,,,8.0,Very Good
2025,United Kingdom,Standard Room,2 nights ,February 2020,Couple,,,10,Excellent hotel would recommend to anyone if you want to stay in city centre this is the place
2026,United Kingdom,Standard Room,1 night ,February 2020,Family,,,10,Exceptional
2027,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2028,United Kingdom,Premium Room,1 night ,February 2020,Couple,,,10,Exceptional
2029,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2030,United Arab Emirates,Standard Room,1 night ,February 2020,Solo traveler,,,10,Exceptional
2031,United Kingdom,Standard Room,1 night ,January 2020,Couple,,,9.6,Exceptional
2032,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,7.5,Good
2033,Thailand,Standard Room,1 night ,February 2020,Family,,,9.6,Exceptional
2034,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2035,United Kingdom,Standard Room,2 nights ,February 2020,Couple,,,10,Exceptional
2036,United Kingdom,Superior Room,1 night ,February 2020,Couple,,,9.6,Exceptional
2037,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,8.0,Very Good
2038,United Kingdom,Standard Room,2 nights ,January 2020,Solo traveler,,,9.2,Wonderful
2039,United Kingdom,Junior Suite,1 night ,February 2020,Couple,,,10,Exceptional
2040,United Kingdom,Standard Room,1 night ,February 2020,Family,,,10,Exceptional
2041,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2042,United Kingdom,Superior Room,1 night ,February 2020,Family,,,10,Exceptional
2043,United Kingdom,Superior Room,1 night ,February 2020,Couple,,,9.0,Wonderful
2044,United Kingdom,Standard Room,1 night ,February 2020,Group,,,8.0,Very Good
2045,United Kingdom,Standard Room,1 night ,February 2020,Group,,,10,Exceptional
2046,United Arab Emirates,Standard Room,4 nights ,February 2020,Family,,,8.0,Very Good
2047,United Kingdom,Standard Room,2 nights ,February 2020,Couple,,,7.5,"Room disappointing, stayed here numerous times and always had a lovely more looked after too."
2048,United Kingdom,Premium Room,1 night ,February 2020,Couple,,,10,Exceptional
2049,United Kingdom,Standard Room,1 night ,February 2020,Solo traveler,,,7.9,Good
2050,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,9.2,Wonderful
2051,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2052,United Kingdom,Superior Room,2 nights ,February 2020,Couple,,,10,Exceptional
2053,United Kingdom,Premium Room,1 night ,February 2020,Couple,,,10,Exceptional
2054,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,7.9,Good
2055,United Kingdom,Superior Room,1 night ,February 2020,Couple,,,10,Exceptional
2056,United Kingdom,Superior Room,1 night ,February 2020,Couple,,,10,Exceptional
2057,United Kingdom,Standard Room,2 nights ,January 2020,Couple,,,9.0,All good
2058,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2059,United Kingdom,Premium Room,1 night ,February 2020,Couple,,,10,Exceptional
2060,United Kingdom,Standard Room,2 nights ,January 2020,Group,,,10,Exceptional
2061,United Kingdom,Standard Room,1 night ,January 2020,Couple,,,10,Exceptional
2062,United Kingdom,Junior Suite,1 night ,February 2020,Couple,,,8.3,Very Good
2063,United Kingdom,Standard Room,1 night ,February 2020,Family,,,8.8,Excellent
2064,United Kingdom,Premium Room,1 night ,January 2020,Couple,,,10,Exceptional
2065,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,8.3,Very Good
2066,United Kingdom,Premium Room,2 nights ,February 2020,Couple,,,10,Exceptional
2067,United Kingdom,Premium Room,1 night ,February 2020,Couple,,,10,Exceptional
2068,United Kingdom,Premium Room,2 nights ,February 2020,Solo traveler,,,9.2,Wonderful
2069,United Kingdom,Corner Suite,1 night ,February 2020,Couple,,,10,Exceptional
2070,United Kingdom,Standard Room,1 night ,February 2020,Group,,,10,Exceptional
2071,United Kingdom,Standard Room,2 nights ,February 2020,Group,,,7.5,Good
2072,United Kingdom,Premium Room,1 night ,January 2020,Couple,,,10,Exceptional
2073,Austria,Standard Room,1 night ,February 2020,Solo traveler,,,9.6,Exceptional
2074,United Kingdom,Standard Room,1 night ,January 2020,Couple,,,10,Exceptional
2075,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2076,United Kingdom,Standard Room,1 night ,February 2020,Family,,,9.6,Exceptional
2077,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,8.0,Very Good
2078,United Kingdom,Standard Room,1 night ,February 2020,Family,,,10,Exceptional
2079,United Kingdom,Standard Room,1 night ,February 2020,Solo traveler,,,8.0,Very Good
2080,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,9.0,Wonderful
2081,United Kingdom,Standard Room,1 night ,January 2020,Group,,,10,Exceptional
2082,United Kingdom,Standard Room,2 nights ,February 2020,Family,,,8.0,Very Good
2083,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,9.6,Exceptional
2084,United Kingdom,Standard Room,1 night ,February 2020,Couple,,,10,Exceptional
2085,United Kingdom,Superior Room,2 nights ,February 2020,Solo traveler,,,10,Exceptional
2086,United Kingdom,Standard Room,2 nights ,February 2020,Group,,,8.8,Excellent
2087,United Kingdom,Standard Room,2 nights ,February 2020,Couple,,,10,Exceptional
