,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
638,United States of America,Standard Room,1 night ,June 2019,Solo traveler, I like the fact it was within walking distance to the city and next door to the train station.,,10,Exceptional
639,United Kingdom,Premium Room,1 night ,May 2019,Couple," Good sized room and bed, good coffee machine, tea and Tunnocks biscuits! Bathrobes and slippers. Great choice for breakfast and a free drink thrown in on arrival.",,10,Excellent and would recommend the central location for  shopping  etc
640,United Kingdom,Standard Room,1 night ,May 2019,Couple, It was very central,,9.5,Great overnight away from kids
641,United Kingdom,Standard Room,5 nights ,May 2019,Couple," Very close to train, bus, town centre.  Excellent breakfast, room was clean and comfortable.", Lifts were a bit difficult to use - had to select floor before you entered and couldn’t over-ride - just not great,10,Exceptional
642,Kuwait,Standard Room,2 nights ,June 2019,Solo traveler," Close to Glasgow Central Station, this venue ticks all the boxes for a business or family trip.
Very obliging staff, a great Scottish breakfast and walking distance to the main shops and cafes and restaurants.
*****/5",,10,See above
643,United Kingdom,Standard Room,1 night ,June 2019,Couple, Brilliant staff. Location and great rooms. I should really get on their reward scheme.," As I've said before, it's my favourite hotel. Back again soon.",9.6,Exceptional
644,India,Standard Room,2 nights ,June 2019,Group, Warm staff, Coffee- hotter,9.2,Wonderful
645,United Kingdom,Standard Room,1 night ,June 2019,Couple, Comfy beds amazing stay, Nothing,10,Exceptional
646,United States of America,Standard Room,3 nights ,June 2019,Family, Location was wonderful .... but the staff are superb!, I would have liked a room with a view of the city.,10,Great location!
647,United Kingdom,Superior Room,1 night ,June 2019,Couple," Breakfast was excellent, everything was spotlessly clean and tidy buffets can sometimes be a bit of a war zone but this was excellent."," not a fan of glass elevators, especially one with a large crack in the glass",9.2,a pleasant stay in a smart hotel close to the city centre with helpful and efficient staff
648,United Kingdom,Standard Room,2 nights ,June 2019,Couple,, Gym closed on a Sunday,9.2,Excellent short break
649,Isle of Man,Standard Room,3 nights ,May 2019,Group," Room was large enough to have you own space, head bar lady was lovely and staff were all very polite.",,9.2,The location of the hotel made our trip very enjoyable
650,United Kingdom,Standard Room,2 nights ,May 2019,Family," Spacious room, air conditioning. The bar in this hotel was very nice as were the bar staff. The location was perfect for the city centre. All the staff were very pleasant and helpful.",,10,Exceptional
651,United Kingdom,Superior Room,1 night ,June 2019,Couple, Bed comfy but pillows mo good sore neck in the morning no support, Pillows,9.6,Good location bar and restaurant very good
652,United Kingdom,Standard Room,1 night ,June 2019,Couple, Location is ideal for city centre and transport hubs, The heat within was at times unbearable,8.8,Excellent
653,United Kingdom,Superior Room,2 nights ,May 2019,Couple," the breakfast was very good, in fact one of the best hotel breakfasts I have had.  Very central for accessing station and shops.  Hotel has excellent facilities and was nice and quiet.",,9.6,Very pleased with hotel.  would definitely stay here again.
654,United Kingdom,Standard Room,2 nights ,June 2019,Couple, Just a friendly hotel. Great location. Amazing breakfast, The lift controls take some getting used too,10,"Great place, we will come again"
655,Australia,Standard Room,2 nights ,May 2019,Couple, Great location. Quiet room. Exceptional assistance from Concierge Andy., Had to leave for London.,10,Exceptional
656,United Kingdom,Standard Room,1 night ,May 2019,Family, Central rooms spacious lovely big bathroom bed comfortable,,8.3,Very Good
657,United Kingdom,Standard Room,1 night ,May 2019,Couple," Great room - beautifully furnished 
Helpful staff 
Breakfast"," Location- quite dodgy part of Glasgow although shops are close by
Our bedroom overlooked derelict buildings",8.8,"Great hotel , not a nice location though!"
658,Canada,Standard Room,2 nights ,May 2019,Family, The young concierge was extremely helpful & accommodating. The hotel was a short walk from the train station & very central to the main shopping area. Rooms were a nice size.," Our initial registration was coloured by a very condescending woman who basically just “snapped” out instructions for filling out the form. She didn’t make eye contact & seemed bored with dealing with us. A very poor introduction to the hotel.
At this point, I am overcharged for my room but hope I will be able to rectify that.",9.2,Good location.
659,United Kingdom,Superior Room,1 night ,May 2019,Couple, Great breakfast everything was fresh, nothing,9.6,"Hotel was fab, only problem TV in room not working"
660,Oman,Standard Room,4 nights ,May 2019,Family," Location 
Cleanness 
Staff", Null,10,Exceptional
661,United Kingdom,Standard Room,2 nights ,May 2019,Couple," The staff through out where very professional, polite and welcoming.
The hotel very clean and modern love the Raddison blue in Glasgow", N/A,9.6,Relaxing and very friendly
662,United Kingdom,Standard Room,1 night ,May 2019,Solo traveler, Great staff and great tie in with local gym. Fab breakfast, All good,10,Very nice
663,United Kingdom,Standard Room,1 night ,May 2019,Couple," The location of the hotel was perfect.  The rooms were very spacious.  Breakfast menu was fine, a good selection."," Breakfast was fine but not as hot as I would have liked it.  No one seemed to come to ask us if we wanted tea or coffee and the guy at the table next to us said he had to wait half an hour for toast so we didn't bother asking for any!  More staff needed at breakfast time I think!
Also, we reported that the standard lamp in our room wasn't working and someone was supposed to come and fix it but no one appeared.",7.5,"A lovely hotel, would defintely return but would maybe have our breakfast elsewhere."
664,United Kingdom,Standard Room,1 night ,May 2019,Couple, The location was excellent. It was not in the middle of the city but only a stones throw away from all the attractions. Really handy for the SEC arena and the station., The breakfast could have had a bigger selection of fresh fruit,9.2,Very memorable
665,United Kingdom,Superior Room,1 night ,May 2019,Couple,, Pillows were uncomfy,9.6,Very nice and pleasant
666,United States of America,Standard Room,5 nights ,May 2019,Family," Property was walking distance to shopping, restaurants, pubs with live music - a great location.",,10,Exceptional
667,United Kingdom,Superior Room,1 night ,May 2019,Couple, Extra comfy bed, Nothing,10,Luxurious relaxation
668,United Kingdom,Standard Room,4 nights ,May 2019,Couple, Staff were lovely and very helpful - pool was a good - good quality wine bar and seating areas comfortable. Lovely spacious and bright design in good location., I follow a vegan diet and the vegan breakfast was very disappointing.  Felt short changed on that one considering the cost 🤔,9.6,Very good and indeed
669,United Kingdom,Superior Room,1 night ,May 2019,Couple, Lovely welcome from staff. Room comfortable and bar beautiful, Nothing,9.6,Lovely wee night out
670,United Kingdom,Superior Room,1 night ,May 2019,Couple, The staff where fantastic and so helpful.,,10,Exceptional
671,United States of America,Standard Room,1 night ,April 2019,Solo traveler," Breakfast was good, checking in was excellent, friendly and warm and room had everything you need, felt like it had that little extra than other hotels. Wifi was good also"," The restraunt was a little chilly in the evening, had to fetch coat to eat, but food was fine, staff where busy cleaning and stocking and not to attentive which i didnt like as I was on my own so would have been nice to have someone take an interest for a few monutes",9.6,would return
672,Switzerland,Standard Room,1 night ,May 2019,Group,, Afternoon tea without a precooked voucher would have cost £24.95/Per person !,10,Exceptional
673,United Kingdom,Superior Room,1 night ,May 2019,Couple," The new reception area is well designed  and the renovated bar area is very nice, very tasty cocktails.", The bed was not the best which is very unusual for this hotel. I stay here frequently and normally i am veru happy with all levels of service.,9.2,Wonderful
674,United Kingdom,Premium Room,1 night ,May 2019,Solo traveler, Central location, Lack of on site parking,7.5,Good
675,United Kingdom,Standard Room,1 night ,May 2019,Solo traveler," Check in was easy, service and room were excellent all round. First class service from start to departure."," Nothing about the stay was negative, really good business trip!",10,Exceptional
676,India,Standard Room,4 nights ,May 2019,Couple," A fantastic experience with excellent facilities such as very well equipped huge gym. indoor swimming pool. a good organized 
room.  front desk staff very friendly and helpful. Breakfast was really sumptuous, such friendly hostesses.",,10,"Radisson must say excels in hospitality. the location is really great, we are  too happy."
677,Singapore,Superior Room,2 nights ,May 2019,Solo traveler, Grace at reception. Wonderful customer service., Bed just tooooo soft!,8.3,Great location and quality service.
678,Norway,Standard Room,1 night ,May 2019,Couple, The bed was divine!, The toilet was leaking.,7.9,Good
679,United Kingdom,Standard Room,1 night ,May 2019,Solo traveler, Booked room at short notice late at night due to change of plans. This was dealt with very professionally and courteously by the staff. When checking out they verified my parking ticket for the NCP car park which was a significant saving., Nothing to dislike here,9.2,Happy
680,United Kingdom,Standard Room,1 night ,May 2019,Couple, Didn't like pillows too soft,,10,Exceptional
681,United Kingdom,Superior Room,1 night ,May 2019,Couple," Clean, comfortable bed and nice bar.",,10,Exceptional
682,Turkey,Standard Room,2 nights ,May 2019,Solo traveler, No tray fee in room service.,,10,Exceptional
683,United Kingdom,Standard Room,1 night ,May 2019,Solo traveler," Location of hotel to the Glasgow central station. Reception area was light and airy and was handled quickly and efficiently.  
The bar area was of good size and well stocked. Although one night only, very comfortable."," My only complaint was being woken up on the Sunday by the seagulls. Also, a lack of a power outlet adjacent to the bed was a inconvenience as my cable was short, so had to get up to answer my phone.",8.3,My reason to select this hotel was I has stayed in a similar hotel of the chain in Norway and was im
684,Australia,Superior Room,1 night ,May 2019,Couple, Good budget hotel near city center. Clean and tidy and friendly staff., The fridge needed to be open by the reception staff and wasn’t very cold.,8.8,Great hotel for the price
685,United Kingdom,Superior Room,1 night ,May 2019,Couple, Lovely open rooms,,10,Excellent
686,United Kingdom,Standard Room,1 night ,April 2019,Solo traveler," Room size, decor, staff professionalism",,10,Exceeded my expectations with great value
687,United Kingdom,Standard Room,1 night ,May 2019,Solo traveler, nice,,9.6,Exceptional
688,United Kingdom,Standard Room,1 night ,May 2019,Family, Breakfast was amazing fresh fruit and lovely eggs Benedict, No window to open. Also band played until 1pm,10,"Nice memorable weekend, staff were super friendly and made you laugh"
689,United Kingdom,Superior Room,1 night ,May 2019,Couple, Excellent location and friendly staff., Nothing,10,"Excellent location, comfortable room and friendly staff."
690,United States of America,Standard Room,2 nights ,May 2019,Couple," Clean room, very friendly and staff.", The bathroom lighting was very dim and the shower door didn’t close all the way.,10,Exceptional
691,United Kingdom,Standard Room,1 night ,May 2019,Couple, Right by train station and shopping centre and beside the Clyde with great jogging along the river, No parking but discount at NCP 5 mins away of £15 for 24hrs,9.6,Stylish fun city break
692,United Kingdom,Standard Room,1 night ,May 2019,Couple, Nice comfortable bed, Nothing,8.3,Not long enough
693,United Kingdom,Superior Room,1 night ,May 2019,Couple, Great staff lovely clean rooms. Was given wrong room to start but staff quickly moved us rooms. Great service.,,7.5,Good
694,United Kingdom,Standard Room,1 night ,May 2019,Couple, Excellent location good sized room and very comfortable.,,9.6,Exceptional
695,United Kingdom,Standard Room,1 night ,May 2019,Group, Everything, The room was dusty,9.6,Lit af
696,Germany,Standard Room,1 night ,May 2019,Group," The staff was very friendly, especially our waitress Chomy who was the nicest and very attentive. 
The rooms are very comfortable and clean and the price is very reasonable for what you get. The selection for breakfast was huge and everything was very tasty. We'll definitely be coming back here.",,9.6,Exceptional
697,United Kingdom,Superior Room,1 night ,May 2019,Couple, Location is Central in the market and Help full staff .,,9.6,Excellent
698,United Kingdom,Standard Room,1 night ,May 2019,Solo traveler, The friendliness of the staff., The fact that the gym didn’t open til 8am and the very drunk customers in the bar.,7.9,Both my stay and the facilities for the event I was attending were wonderful.
699,United Kingdom,Standard Room,2 nights ,April 2019,Couple, Location, Paying for parking,9.6,Exceptional
700,United Kingdom,Standard Room,1 night ,May 2019,Group," Beds extremely comfy, upgraded room - great value for money and the Nespresso machine was a nice touch", No ceiling lights - could have done with more lighting in bedroom,10,"Great value for money, excellent location, friendly and welcoming staff"
701,United Kingdom,Standard Room,1 night ,May 2019,Group, Great location. Fantastic friendly staff in reception and at the bar. The room we had was very modern and looked as if it had recently been upgraded.,,10,Exceptional
702,United Kingdom,Standard Room,1 night ,May 2019,Couple, Comfortable room delicious breakfast.," Drunks in the bar that were not residents who broke a glass and were swearing
No power from sockets in the morning we were checking out when given another room key to dry my hair, the housekeeper came into the room and  told me I shouldn’t be in a clean room.
Concierge don’t assist a lady with multiple bags
Concierge don’t manage the parking in front of the building allowing a selfish individual to park across two spaces, my husband had to drive back around the block he then had to park on the road with traffic backing up behind it which was stressful.
We both agreed the hotel is lovely but the staff let it down.",9.2,We have always enjoyed staying here but will look at alternative hotels for a future visits.
703,United Kingdom,Standard Room,1 night ,May 2019,Couple," Spotlessly clean, very comfortable bed. Good location. Friendly staff.", Nothing.,10,Exceptional
704,United Kingdom,Standard Room,1 night ,May 2019,Couple, Excellent lication. Breakfast first class. Staff all very attentive., Nothing,10,Excellent all round
705,United Kingdom,Standard Room,2 nights ,May 2019,Couple, Staffed well. Nothing a bother., Feather pillows were terrible. Leisure facilitates poor opening times.,8.8,Enjoyable
706,Norway,Standard Room,1 night ,May 2019,Solo traveler,," Dirty in the bathroom,",8.3,Very Good
707,United Kingdom,Standard Room,1 night ,May 2019,Couple, Very lovely hotel with excellent staff. Breakfast was brilliant and a lot to select from., Had to pay extra for breakfast,10,Excellent get away break
708,United Kingdom,Standard Room,1 night ,May 2019,Family, Excellent staff and breakfast was delicious and had everything I wanted., Air conditioning - couldn't get it working properly!,9.6,Exceptional
709,United Kingdom,Standard Room,1 night ,April 2019,Couple," Service, facilities, location"," Car park is a rip off. Paid £15 on check out at hotel then had to pay £25 to get out of car park. Large que in car park, presumably same thing happened to others. Hotel said they would deal with it but they have not.",9.6,No
710,Thailand,Superior Room,2 nights ,May 2019,Solo traveler," Staff very professional and efficient,  great customer engagement. 
Facilities, location,  breakfast all excellent.
Bed very very comfortable.  Excellent hotel."," Power surge, lost power in room. Vert late room clean, 2.30pm.",9.2,Wonderful
711,United Kingdom,Standard Room,1 night ,April 2019,Couple,," This hotel didn’t live up to my expectations - the entrance to the hotel is lovely and the staff were very attentive, however my room was very basic and not what I expected for the price I was paying.",7.9,Good
712,Ireland,Standard Room,1 night ,April 2019,Family," Very good location, central. Walking distance from everything. Very polite staff. Quiet and very comfortable beds!",,10,Very pleasant stay. Very nice food in the restaurant. Highly recommend it.
713,United Kingdom,Standard Room,3 nights ,April 2019,Couple,, Pillows too soft,8.8,Excellent
714,United Kingdom,Standard Room,1 night ,April 2019,Family, Lovely room with soft pillows. No noise and great bar restaurant and breakfast.,,10,Lovely central hotel.
715,United Kingdom,Standard Room,1 night ,April 2019,Group, The bed and pillows were incredible.  Staff were very friendly and helpful - although a first stay it felt as though we were frequent visitors, Everything was fantastic but if I'm being super picky I would have liked instructions for the heating/cooling system in our room.  Shower could have been a tiny bit more powerful.  A free car park would have been a brownie point,9.6,Thoroughly enjoyed our stay - wouldn't hesitate to recommend
716,United Kingdom,Premium Room,1 night ,April 2019,Solo traveler," Staff were all very friendly and welcoming.
Room was clean, comfortable and spacious.
The meal provided for the event attended was very nice and well organised."," Hairdryer in the room required you to hold the button down continuously to maintain the power rather than a simple on/off switch.
£2.25 at the bar for 200ml bottle of Coca Cola is excessive.",9.6,A very pleasant stay.
717,United Kingdom,Superior Room,1 night ,March 2019,Couple," The whole appearance of the place is wonderful, Breakfast was utterly superb and could have fed 5! I will certainly be back!"," Free drink at the bar would have been a nice touch. A fiver for a pint is the only downside here, that empties bars, not attracts customers!!!!",8.8,"Overall, happy. I would happily go back and review the place comprehensively for a reduced room rate"
718,United Kingdom,Standard Room,1 night ,April 2019,Couple," Everything from friendly, very helpful staff to clean, spacious rooms with lovely complimentary.
The breakfast was amazing too.
Will definitely stay and recommend.
Thank you for a lovely relaxing hassle free stay in Glasgow."," Lack of parking is the only slight negative point being disabled though we used the valet parking for £24/25 and it was excellent/hassle free. They will collect the car, pick your luggage, bring it to your room and bring them all back in front of the hotel upon checking out so superb!!! Well worth the money I feel as the 24h ncp car park nearby is £20/day",10,Exceptional
719,United Kingdom,Standard Room,1 night ,April 2019,Couple, Class and in a good location,,10,Exceptional
720,United Kingdom,Standard Room,1 night ,April 2019,Group, Central and close to the Glasgow Concert Hall. Good atmosphere and lovely staff, N/a,10,Exceptional
721,United Kingdom,Standard Room,1 night ,April 2019,Family, Breakfast was best I have had in an hotel for a long time., No TV in bar - minor matter,7.9,Very pleasant. Will stay again.
722,United Kingdom,Standard Room,1 night ,April 2019,Family, Comfy clean beds,,8.3,Good venue
723,Belgium,Standard Room,2 nights ,April 2019,Group, Very nice hitel with friendly staff andgood loacation in the city center.," Lock on the door did not open very well, but this is a small detail. Very nice breakfast.",8.8,Great stay in Glasgow in a beautifull hotel
724,United Kingdom,Standard Room,1 night ,April 2019,Group," Very impressed with everything from the excellent service from friendly staff to the great breakfast, the amenities available in our room, the cleanliness and the overall look of the hotel including the glass lifts from which we could clearly see where the restaurant and bar were and what floor we were on. It was also very handy being so close to the train station and the shops we wanted to visit with only a short walk to the theatre.", n/a,10,Relaxed and comfortable (at least until I greedily stuffed myself with the delicious breakfast).
725,Hungary,Standard Room,1 night ,April 2019,Group," Very good location, clean rooms, good bar. Nice hotel.",,9.6,Exceptional
726,United Kingdom,Standard Room,3 nights ,April 2019,Couple, Bed was superb a comfy bed makes a huge difference, Nothing,10,Good staff good hotel and we were out late on Friday and staff asked to see room key good security
727,Australia,Standard Room,1 night ,April 2019,Couple, Centrally located and the service., Spa and pool would of been nice.,10,Exceptional
728,United Kingdom,Standard Room,1 night ,April 2019,Group, Room a great size and very comfortable, Service in the bar extremely slow (we actually got our drinks for free as we had to wait so long),8.8,"Really enjoyed it, would stay again"
729,Denmark,Standard Room,1 night ,April 2019,Couple," Excellent location, really good breakfast.", Coffee for breakfast was not very good.,8.8,Great hotel at a great location.
730,United Kingdom,Superior Room,1 night ,April 2019,Family, Staff were great and breakfast was great.," The rooms were really hot even worth air con, made it quite hard to sleep and for an accessible room the bed was high and the shower could have done with a seat in it, i had to sit on the floor to use it. For £210 a night it was quite expensive for what it was.",8.3,Very Good
731,Ireland,Standard Room,1 night ,April 2019,Solo traveler," Staff was fabulous and very accommodating. Location was perfect, staff recommendations for bars and food were spot on, breakfast was delicious. Water pressure was good (I have thick, long hair - good is as good as it gets in hotels!), spotlessly clean. Loved the massive towels and products in bath. Smelled lovely and spa like. Thumbs up all around",,10,Fab!
732,United Kingdom,Standard Room,1 night ,April 2019,Couple, Staff were very welcoming at reception and helpful. Room was clean and tidy and ideal location., Think it should more choice of films or maybe Netflix for guests.,8.3,Very Good
733,United Kingdom,Standard Room,1 night ,April 2019,Couple, The staff were so helpful and friendly.The hotel was great, Nothing,10,Excellent
734,United Kingdom,Standard Room,1 night ,April 2019,Couple, I loved the setting off the room and staff where so polite! Also thank you for the setting with the petals on the bed my boyfriend loved it., I have no dislikes about the property. The only thing was we never got a chance to use the spa facilities because it was Easter weekend.,10,Exceptional
735,United Kingdom,Standard Room,1 night ,April 2019,Couple, Great staff very accommodating and really lovely facilities in a great location.,,10,Exceptional
736,United Kingdom,Standard Room,1 night ,April 2019,Group," Excellent location, close enough to walk along the river to the SSE Hydro. Spacious, clean and lovely, friendly staff."," No issues for us. On the description on booking.com it said robes and slippers were one of the facilities in the room, this wasn’t the case. Not a big problem but maybe just something to take off the description if not included.",10,Exceptional
737,United Kingdom,Standard Room,1 night ,April 2019,Group, Everything was just perfect, Everything,10,"Brilliant hotel,staff just amazing"
738,United Kingdom,Superior Room,1 night ,April 2019,Couple, Staff good. Hotel on Argyle street so close to shops inc Buchanan street, Shower leaked on to floor. Air conditioning noisy (could even here on in other rooms),9.6,"Enjoyable, would return."
739,Jersey,Standard Room,1 night ,April 2019,Couple, Fantastic hotel And location great staff rooms and brekie, Having to leave,10,Exceptional
740,United Kingdom,Standard Room,1 night ,April 2019,Group, Service and cleanliness, Noise from room next door - went on until 3.30 am,7.5,Noise spoiled sleep which spoiled stay in Glasgow. I am exhausted tonight.
741,United Kingdom,Standard Room,1 night ,April 2019,Couple," We thought the breakfast was tremendous, the best we have ever had ( and we’ve stayed at lots of hotels )",,10,Exceptional
742,United Kingdom,Corner Suite,1 night ,April 2019,Couple, All good, Couple of lights out and no usb outlets,10,Looking forward to return!
743,United Kingdom,Standard Room,1 night ,April 2019,Group," Bed really comfy, bedroom & facilities gorgeous", Nothing,10,Brilliant
744,United Kingdom,Standard Room,3 nights ,April 2019,Couple, great location which was the main reason we chose this hotel.  staff are very friendly and helpful. Room was spacious and beds very comfy would definitely stay here again.,,10,Great location would definitely recommend this hotel
745,United Kingdom,Standard Room,1 night ,April 2019,Couple, Modern and comfortable,,9.2,Great location.  Comfortable beds
746,United Kingdom,Standard Room,1 night ,April 2019,Couple, The bed was extra comfy and I like the robes that were provided,,9.6,Exceptional
747,United Kingdom,Standard Room,3 nights ,April 2019,Solo traveler, The hotel is excellent .... staff are very helpful and the facilities are very good. Very handy for the city centre shops and bars.,,9.2,Wonderful
748,United Kingdom,Standard Room,1 night ,April 2019,Couple," Great location, staff all very helpful and friendly. Comfortable bed!",,10,Lovely stay!
749,Iceland,Standard Room,1 night ,April 2019,Couple," The staff that met us was nice and friendly. Everything met our expectation, the room is spacius, the breakfast is superb,  everyone tries to let us feel welcome.", The room temperature was to cold.,10,Good hotel
750,United Kingdom,Standard Room,1 night ,April 2019,Couple," Beds where comfy, breakfast was great lots to choose from. New bar area is lovely and great selection of drinks."," Tv in the room signal wasn’t great, had to keep changing the channel to get the words in sync. The electrical buzzing noise when key card was in room meant we had to take it out to go to sleep.",9.2,"Overall great stay would definitely return, lovely hotel great services and location 🙂"
751,United Kingdom,Standard Room,1 night ,April 2019,Couple, Staff made me feel very welcome," Only seemed to be one elevator working ,",8.8,Excellent
752,United Kingdom,Standard Room,1 night ,April 2019,Couple, One of the best hotel breakfast I have ever had, We had a hiccup with our room the night manager Michelle and the night concierge Paul where fantastic they are a credit to this company and I can’t thank then enough and because of these 2 wonderful professional people we will definitely book here again,10,Thank you Michelle Roberts for making our stay wonderful
753,United Kingdom,Superior Room,1 night ,April 2019,Couple, The bar area is nice and fresh and modern. Puts the Millenium on George Square to shame., There was only one bedside lamp in our room.,8.8,Nice modern and comfortable hotel in a great central location!
754,United Kingdom,Standard Room,1 night ,March 2019,Group,," The pillows on the bed were simply, awfull. Definitely need to purchase new ones...!",9.2,Wonderful
755,United Kingdom,Standard Room,1 night ,April 2019,Couple, Room quality,,10,Very good no noise
756,United Kingdom,Superior Room,1 night ,April 2019,Couple," Enjoyed having a drink in the bar, great service.", Was planning on going swimming on the Sunday morning with my wife but unfortunately the pool was closed.,9.2,Nearly perfect.
757,,Standard Room,1 night ,March 2019,Group," The choice of breakfast was great and very nice,  the location was really good for us not far to travel to our meeting.",,10,"Very enjoyable experience, comfortable room, great staff, will use again and recommend to friends"
758,Spain,Standard Room,1 night ,April 2019,Group, The bed was like sleeping  on a giant marshmallow so soft and comfy.," The bar prices were too high, in my opinion",10,Enjoyable would stay here again
759,United Kingdom,Standard Room,1 night ,April 2019,Couple," STAFF WERE VERY FRIENDLY AND HELPFUL, CLEANINESS WAS VERY HIGH, WE DIDNT HAVE ENOUGH TIME TO SAMPLE THE LESIURE FACILITIES BUT WE ENJOYED THE WHOLE EXPERIENCE", NOTHING,9.6,GREAT EXPERIENCE
760,United Kingdom,Premium Room,1 night ,April 2019,Couple," Location,room", Pillows far too soft,7.5,Good
761,United Kingdom,Standard Room,1 night ,March 2019,Solo traveler, Great place to stay, I can only stay up till April when the price is under £100.00 after that the price shoots up to around £150.00 then it exceeds my company limit 👎,10,Exceptional
762,United Kingdom,Standard Room,3 nights ,April 2019,Couple, Nearness to station. Hop on hop off bus stop right outside, No salad on offer in restaurant,10,Good
763,United Kingdom,Standard Room,1 night ,April 2019,Solo traveler, Friendly staff nice room, Expensive breakfast,8.3,Very Good
764,United Kingdom,Corner Suite,1 night ,March 2019,Couple, The location is so so central, The nearest parking was an NCP which cost me £37 for 27 hours which was an unexpected cost,8.3,Central but you need to pay a bomb if ur driving
765,Denmark,Standard Room,3 nights ,March 2019,Solo traveler," The location, size of the room was comfortable and the staff was helpful.", Carpets on the floor in the rooms is just not so modern. And some nuts or other food in the bar area could  be nice with the drink.,9.6,Exceptional
766,United Kingdom,Standard Room,1 night ,April 2019,Group," Great location, helpful staff and nice complimentary touches.",,10,Exceptional
767,United Kingdom,Standard Room,3 nights ,April 2019,Couple," Staff excellent, pleasant and helpful. Couldn’t fault. Bed very comfy & room service on point. Good size of room"," Hotel clean but a little tired. Wine stains on carpets in the room & corridor, bathroom sink & shower took ages to drain of any water. Felt the place needed just a little TLC, bathroom pretty average & small. I’ve stayed in other radisson blus & has been really impressed so initially felt a bit disappointed.",8.3,"Great location, great service, hotel clean but needs a little TLC here & there"
768,United Kingdom,Standard Room,1 night ,April 2019,Solo traveler, Was surprised at the extent of the breakfast options. And GLORY a MUG for tea instead of the ridiculous wee cups you normally get that you can't get your fingers through. Will be back. Well done all. Will and have already recommend, Most wrong,10,Peaceful. Relaxed and unusually quiet.
769,United Kingdom,Junior Suite,1 night ,March 2019,Group, Brilliant stay. Your staff are a credit to you! Will defo be back xx,,10,Staff are amazing. Credit to them xx
770,Australia,Standard Room,9 nights ,March 2019,Couple," Great location near city, subway and railway station",,9.6,Exceptional
771,United Kingdom,Premium Room,1 night ,March 2019,Solo traveler, Convenient location close to railway station...excellent breakfast and service....spacious room.,,8.3,Had a very pleasant stay
772,United Kingdom,Standard Room,2 nights ,March 2019,Group, Near railway station.  Very comfortable bed.  Attention to detail, Nothing not to like,10,"Lovely hotel, room and well situated for all amenities.  Staff polite and nothing too much trouble"
773,United Kingdom,Standard Room,4 nights ,March 2019,Couple, The staff were most helpful and friendly., The bedroom was air conditioned and a bit stuffy.,8.8,Pleasant stay in a good location.
774,United Kingdom,Standard Room,2 nights ,March 2019,Solo traveler, The convenience and location for what I wanted to do in Glasgow., Additional cost of car parking which was £15 per 24 hours,9.2,A Good place to stay but expensive
775,United Kingdom,Standard Room,1 night ,March 2019,Couple," Good location, comfortable beds and rooms", The lifts were a little confusing but OK once shown how to use,9.2,Great base for exploring Glasgow
776,United Kingdom,Standard Room,2 nights ,March 2019,Couple, Breakfast was amazing!!,,8.8,Really nice and comfy
777,United Kingdom,Standard Room,1 night ,March 2019,Couple," It was a light bedroom, and it was very clean- and architecturally very well designed.",,9.6,Wonderful and peaceful stay with helpful staff.
778,Togo,Standard Room,2 nights ,March 2019,Solo traveler," Professional staff. Neat place.
Location was perfect for the reason of my visit to Scotland, and I even realised it is so close to shopping areas:
I could have come with my family.
17 minutes from the airport, 15 minutes to the airport: very convenient to schedule last minute meetings.", Toilet was not flushing properly.,8.8,Excellent
779,United Kingdom,Standard Room,3 nights ,March 2019,Couple, Nice upgraded room, Service in the bar,10,Exceptional
780,United Kingdom,Superior Room,1 night ,March 2019,Couple, I have stayed in this hotel previously and it is always a positive experience. The breakfast buffet is excellent.," They have just opened a new restaurant within the hotel. The ideas seem good but I wasn`t overly impressed. The portions were small for the price  - probably because they are trying to create an upscale feel. That would be fine if everything was perfect but it wasn`t. Both of our main dishes were slightly over-cooked and the monkfish portion was tiny. 
It also was not a very relaxing atmosphere. The staff were very busy but certain places where tables were placed had members of staff rushing past them constantly.",9.2,Always a pleasant stay but the restaurant is going to have to keep an eye on the quality control
781,Belgium,Premium Room,1 night ,March 2019,Couple," The room, the free drinks when we arrived and the lovely new bar.", It was difficult to park nearby. You have parking places in the streets around but very expensive and only for two hours.,9.2,Very comfortable!
782,United Kingdom,Superior Room,1 night ,March 2019,Couple," Very comfortable clean bedroom, friendly staff and great location", Everything was good,10,Excellent overnight stay
783,United Kingdom,Standard Room,1 night ,March 2019,Solo traveler," Despite the city center location the rooms are quiet. The beds and linen are extremely comfortable, the only small downside being the windows don’t open. Breakfast excellent.",,9.5,Great location and a bit above the average for the price. Very friendly.
784,United Kingdom,Premium Room,2 nights ,March 2019,Couple, The hotel staff where extremely attentive and very welcoming upon arrival. Room was clean and tidy with a great view over Glasgow city centre. Slept really well both nights as the beds where very comfortable.  Ideally situated for anyone visiting Glasgow city centre.,,9.6,Weekend in Glasgow
785,Singapore,Standard Room,1 night ,March 2019,Group, Everything, Nothing at all,10,Exceptional
786,United Kingdom,Superior Room,1 night ,March 2019,Couple, Good breakfast delivered to the room bang on time and it was hot and very nice, Better coffee in the room,9.2,Great location and lovely hotel
