,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
138,China,Superior Room with Runway View,1 night ,November 2020,Solo traveler," Large room that was surprisingly quiet given the closeness to the runway. Plenty of amenities in the room (large selection of tea, coffee and espresso). Kitchen was closed die to covid but able to easily order takeout. Free wifi"," Would have preferred reusable cups, but I assume the use of plastic cups is as a covid precaution",9.0,"Large room, super close to the terminal, helpful staff"
139,United Kingdom,Superior Room with Runway View,1 night ,November 2020,Group, The staff were lovely and friendly especially in the restaurant, The restricted covid menu in the restaurant,8.0,Very Good
140,United Kingdom,Standard Room,1 night ,November 2020,Solo traveler," breakfast excellent, location perfect for airport the room spotless"," due to kovid no food available after 21:30hours, there are people still arriving after 21:30 from abroad probably with nothing to eat, should have premade rolls or sandwiches for late arrivals available",8.0,"great hotel, great location they just need to think about late arrivals"
141,United Kingdom,Standard Room,1 night ,November 2020,Couple, Comfortable bed great food, N/a,10,We had a lovely stay we ate in our room due to the restaurant being closed because of covid but the food still delicious
142,Sweden,Superior Room with Runway View,1 night ,October 2020,Family," Good rooms, nice view for strip, great breakfast",,8.0,Very Good
143,Netherlands,Superior Room with Runway View,1 night ,November 2020,Solo traveler, Close to airport T1,,8.0,Very Good
144,United Kingdom,Superior Room with Runway View,1 night ,October 2020,Solo traveler," Ideal location, welcoming staff and very comfortable stay", Pricey,9.0,Wonderful
145,United Kingdom,Superior Room with Runway View,1 night ,October 2020,Solo traveler," all good, staff extremely polite and helpful", nothing,10,"very comfortable, very clean, very happy customer"
146,United Kingdom,Premium Room,1 night ,September 2020,Couple," The Radisson Blu, Manchester Airport is located directly between terminals one and two, with an additional 3 minutes walk to terminal 3. The Radisson boasts large rooms, with extremely comfortable beds, perfect for a good night sleep-pre flight! Some of the rooms offer an impressive run-way view, which is ideal to get you into the holiday mood. Having stayed in both run-way view rooms and city view rooms, I did not hear any noise disturbances from the airfield. My partner and I always opt for the Radisson Blu, and usually book dinner at a nearby pub when travelling so I am unable to comment on restaurant services. However there is a very elegant looking restaurant/bar on site should you wish to dine. The biggest selling point however is the closeness to the terminals. Terminal 2 being a mere couple of minutes walk away, Terminals 1 and 3 being 5-7 minutes walk at most. The Radisson Blu is the perfect hotel for a pre-flight stay. Reception staff have always been extremely friendly and informative. I have stayed at this hotel many times and would absolutely recommend it to those travelling from Manchester Airport.", I don't personally have any improvements to offer for this hotel.,10,Perfect pre-flight hotel. Ideal closeness to terminals and extremely comfortable.
147,United Kingdom,Premium Room,1 night ,October 2020,Couple, This hotel is perfectly situated along a covered walkway to the terminal so is a great location for an overnight stay before an early morning flight.  We stayed here before 2nd lockdown and everything was very clean and all precautions had been taken by hotel so felt very safe and was well looked after.  We will definitely stay in this hotel again,,9.0,Excellent Hotel
148,United Kingdom,Standard Room,1 night ,October 2020,Couple, large quiet  twin room at Manchester airport,,8.0,Very Good
149,United Kingdom,Superior Room with Runway View,1 night ,November 2020,Couple," Location brilliant 
Comfortable and clean",,9.0,Wonderful
150,United Kingdom,Standard Room,1 night ,October 2020,Family, Comfortable bed. Clean room and great shower, Bar/restaurant was closed when I went down just after 12 unfortunately,9.0,Great nights sleep
151,United Kingdom,Standard Room,1 night ,October 2020,Couple," The fact the hotel is literally next to the airport and you don’t have to go outside before catching your flight makes it a massive positive. The rooms are really nice, beds comfy, bathroom lovely and everything spotlessly clean.", There was nothing not to like,10,Overnight airport stay
152,Indonesia,Superior Room with Runway View,1 night ,November 2020,Solo traveler," They gave a free ugrade from a superior to a premium room, very nice! The location is perfect for waiting for my flight. The runway view was nice. I took a bath the night before flying, it was so relaxing.
The bed was so comfortable. Lastly, the staff was super friendly. Thank you!", Nothing. Everything was great.,10,Exceptional
153,United Kingdom,Standard Room,1 night ,September 2020,Couple," Had a lovely meal staff and service great, very helpful nothing to much trouble.", Only that we could not enjoy the great facilities because of current situation we are all dealing.,10,Great.
154,United Kingdom,Superior Room with Runway View,1 night ,October 2020,Couple, Everything from when we arrived at 03.30 after a 12 hour delay. We had no room booked and no trains home. We arrived at the reception and asked if there was a spare room available as we were shattered. After we booked a room the reception guy was amazing. He could se we were stressed and shattered. Unfortunately the booking didn’t go through straight away even though we had confirmation. After 20 minutes he gave us a room upgrade and told us we could sort payment later in the morning also gave us late check out. Room beautiful so comfy great facilities. Beautiful hotel, Nothing,10,Fantastic Front of House after long Delay
155,United Kingdom,Superior Room with Runway View,1 night ,November 2020,Solo traveler, Staff really great let me check in really early due to my flight being cancelled,,10,Excellent staff
156,United Kingdom,Premium Room,1 night ,September 2020,Couple," Stayed prior to an early morning flight. So easy to walk to the terminal building from the hotel. We had a veiw of the runway... My other half was obsessed!! Nice room, nice airport hotel.", Nil.,8.0,Very Good
157,United Kingdom,Superior Room with Runway View,1 night ,October 2020,Solo traveler," It's very helpful that I can take my luggage trolley into the room, quite convenient when you have several suitcases",,8.0,Very Good
158,Isle of Man,Superior Room with Runway View,1 night ,November 2020,Solo traveler, Room comfort, My son was seems to have been charged £99.70 instead of £86.75 please advise,9.0,Wonderful
159,United Kingdom,Superior Room with Runway View,1 night ,November 2020,Couple," Relaxing, clean and fab staff", Hotel and staff excellent. Food overpriced for quality.,8.0,Very Good
160,United Kingdom,Standard Room,1 night ,October 2020,Group, Excellent location to the airport and extremely comfy bed,,8.0,Great location for airport and would certainly book again
161,United States of America,Standard Room,1 night ,November 2020,Family, Location,,10,Exceptional
162,United Kingdom,Standard Room,1 night ,October 2020,Couple, Excellent Bathroom., Can’t think of anything.,8.0,Best place to wait for an early ‘plane.
163,United Kingdom,Superior Room with Runway View,1 night ,November 2020,Couple," A great location when flying from Manchester airport, the hotel felt safe, lots of safety measure in place due to the pandemic, very pleasant and helpful staff.  Staying here overnight took all the stress out of having to get up early and get to the airport for our early morning flight.  Will certainly use this hotel again."," Nothing to dislike at all, just a personal preference, we would have liked a walk in shower rather than an over bath shower as we are senior citizens.",9.0,"A great location, great facilities, very clean, with pleasant staff, a stress free overnight stay."
