,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
1641,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Family,," We ate at the restaurant and it would appear that there was no vegan food on the menu. I spoke with the waitress and she said that there was only salad and chips. However, there was a veggie burger available. You need to make it more clear to the staff on what is available vegan and non vegan because you are missing out on sales.",8.3,Ok
1642,Saudi Arabia,Standard Room,1 night ,August 2019,Solo traveler, N/A, The lifts can take some time.,8.8,"Excellent location, great access to Manchester Airport and central Manchester via The Station."
1643,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Family, Pool. Steam and sauna. View of runway. No noise. Fridge. Friendly staff. Excellent restaurant. location at airport between terminals., The only disappointing thing was the scrambled eggs at the excellent buffet breakfast.  Too milky. All good apart from that.,9.6,Excellent location for airport and has a pool
1644,New Zealand,Standard Room,1 night ,August 2019,Couple, The location was ideal for us and it was so comfortable with no airport noise,,10,Exceptional
1645,United Kingdom,Standard Room,1 night ,August 2019,Couple, Fantastic location as connected by converted walkway to all 3 terminals. Gorgeous runway views from out room. Sleek decor and huge very comfortable bed., Nothing,9.6,Exceptional
1646,Australia,Standard Room,1 night ,August 2019,Couple," Staff were very friendly, location is excellent for a very early flight , walking distance to terminals. Great food at restaurant . All areas kept immaculately. Didn’t hear one aeroplane taking off or landing the whole time we stayed there , very quiet in bedrooms.", Nothing,9.6,Fantastic location to Manchester Airport
1647,United States of America,Standard Room,1 night ,August 2019,Couple, The room & bed were comfy & the bathroom was very clean.,,7.9,It is a perfect way to end your vacation in England. Location & proximity to airport is excellent!
1648,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler, It’s situation, Nothing,10,Exceptional
1649,United Kingdom,Standard Room,1 night ,August 2019,Couple, Convenient to terminal, N/a,9.2,Wonderful
1650,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple,, It was fine,7.9,Good
1651,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Family," Breakfast could of been better, bit more of a luxury breakfast needed",,7.9,Good
1652,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler, The bed was super comfortable and bigger than my career prospects! Chromecast too is a brilliant thing to have., There was nothing I didn’t like,9.6,Perfect start to my holiday!
1653,United Kingdom,Standard Room,2 nights ,August 2019,Solo traveler, Location,,9.2,Great Location
1654,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, Extra comfy bed, Nothing all was fine,10,Perfect
1655,Israel,Standard Room,1 night ,August 2019,Family, The included breakfast was great.,,9.6,Exceptional
1656,United Kingdom,Standard Room,1 night ,August 2019,Couple, Location to terminal 2 very good nice spacious rooms comfortable beds, Drinks expensive,10,Exceptional
1657,United Kingdom,Standard Room,1 night ,August 2019,Couple," From Ramona who greeted us and the waiter at the bar everything was just right! The spacious room was quiet and luxurious A pity we stayed overnight to catch a very early flight in the morning, we didnt have the opportunity to have breakfast. Great hotel which really exceeded expectations as we booked it for its proximity to air terminals reached (on foot). Well done!", Nothing,10,Great hotel and happy and polite service
1658,United Kingdom,Standard Room,1 night ,August 2019,Couple, Clean rooms with everything you could need. Staff were very friendly and offered us a free upgrade as there was a room available., Just wish it had a pool! But can’t be helped! It would be helpful if the menus for the restaurant and bars could be accessed easily via the website.,9.6,Exceptional
1659,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple," Location , very clean and efficient", Non alcoholic drinks were very expensive . No alcohol beer more expensive than beer which made no sense,10,Exceptional
1660,United Kingdom,Standard Room,1 night ,August 2019,Family, Proximity to terminals, Confusing parking regulations,8.3,Convenient airport location
1661,United Kingdom,Standard Room,1 night ,July 2019,Couple, Excellent once again,,10,Exceptional
1662,United Kingdom,Standard Room,1 night ,August 2019,Couple, Location is fab, Food is too expensive,9.6,Exceptional
1663,United Kingdom,Standard Room,1 night ,August 2019,Couple," Very nice stay before early flight - lovely room - well soundproofed - huge comfy bed.
Nice food in restaurant", NA,9.2,Great! Will definitely stay again.
1664,United Kingdom,Standard Room,1 night ,August 2019,Couple, Everything! Was staying so we could get a connecting flight to our honeymoon and they gave us a bottle of prosecco and cookies and upgraded us 2 a premium room! Very kind!,,10,Exceptional
1665,United Kingdom,Standard Room,1 night ,August 2019,Group," Handy for airport, comfortable room and friendly staff.", n/a,9.6,Handy airport stay
1666,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Group," Ideal location for airport, staff friendly, room comfortable and clean.", n/a,9.6,Handy airport stay
1667,United Kingdom,Standard Room,1 night ,July 2019,Couple, Rooms clean and bathroom very spacious, Breakfast poor,10,Overall excellent breakfast was a let down
1668,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Solo traveler," great bed, great location, very clean, tv, tea and coffee, all great", The toilet was blocked... quite a worry,8.8,All grrat accept the toilet was blocked
1669,Spain,Standard Room,1 night ,August 2019,Couple, Good location and clean rooms," 2 days before arriving I sent an email to the property through booking.com explaining that I would be arriving at 1.30am. I never had a reply to this. On arrival there was no record of the booking although I had the confirmation. I was initially told that I had made the mistake until the member of staff looked more closely at the confirmation. She then had to try and find us a room, at this point we had no idea if we would have somewhere to stay that night. Luckily a room was found but I was never given an apology or explanation as why this had happened. I still don't know if this was the fault of the hotel or booking.com.",7.5,Stressful
1670,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Solo traveler, The location is excellent and the breakfast was good, There should be a price reduction for a lone traveller,9.2,Wonderful
1671,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Solo traveler," Smart tv is always nice, room was comfy and breakfast was great"," High cost but is expected, room service was very expensive for little",9.6,Exceptional
1672,Saudi Arabia,Suite with Runway View,1 night ,August 2019,Family,, Temperature control was not that good.,7.5,Good
1673,United Kingdom,Standard Room,1 night ,August 2019,Couple, The food in the restaurant was great value and good quality, Bit of a walk to terminal two,10,Exceptional
1674,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple," Proximity to airport 
Clean classy", Nothing,9.6,Exceptional
1675,United Kingdom,Standard Room,1 night ,August 2019,Couple, Comfortable beds good showers, We booked a dinner deal when we turned up we were told it was not available as it was after 7pm.  We were not made aware of this limitation,9.2,Wonderful
1676,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Family, Everything about our stay was fine., To honest the snacks in the executive lounge are simply dreadful.,7.5,Lovely relaxing way to start our holiday
1677,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler, The location, Can be quite expensive,8.5,Convenient location easy check in comfortable room
1678,United Kingdom,Standard Room,1 night ,August 2019,Couple, Leisure facilities brilliant, Extortionate prices for food and drinks  !!,8.8,Excellent
1679,United Kingdom,Standard Room,1 night ,August 2019,Couple, Daniel in the bar sorted out a little problem and was lovely.,,9.6,Another great stay
1680,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler," I arrived in the early hours due to a flight delay and the member of staff who checked me in was welcoming and professional. I was then allocated an executive room, which was unexpected and much appreciated.",,9.6,Convenient & comfortable.
1681,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, Just made travelling so much easier - great start to the holidays., n/a,10,"Clean, comfortable and a pleasure to stay."
1682,Qatar,Suite with Runway View,1 night ,August 2019,Family, Close to the airport mean while not far of the city centre ..,,10,Exceptional
1683,United Kingdom,Standard Room,1 night ,July 2019,Couple, Brilliant stay and great service. Exactly what we hoped for and the room service food was brilliant!! Thank you x,,10,Brilliant stay and great service. Exactly what we hoped for and the room service food was brilliant!
1684,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Solo traveler, Friendly helpful staff. Very clean hotel, Zero,10,Fantastic stay
1685,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple,, Slow almost chaotic service in the restaurant in the evening,8.3,Adequate
1686,United Kingdom,Standard Room,1 night ,July 2019,Couple,, Bar staff not the best - couldn’t make cocktails on the menu,9.6,Exceptional
1687,United Arab Emirates,Standard Room,1 night ,August 2019,Family," Staff, room, facilities, location", Little expensive and limited food options of an evening.,9.6,Best spot for airport stay... lots of positives
1688,Switzerland,Superior Room with Runway View,1 night ,August 2019,Solo traveler, Good hotel connected to the airport.  Super clean and nice room.  Staff helpful with parking question.," Had to queue for several minutes on checkin and out, allow time if you have a flight to catch.",9.2,Great airport hotel
1689,United Kingdom,Standard Room,1 night ,August 2019,Family," good food, clean rooms, nice staff. great location !"," sitting in the restuarant and looking down on the back yard, there was rats running around...put you off your food a little",9.6,"aside from the rats, all good."
1690,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler," Upgraded to executive suite upon arrival after a very long flight! Fantastic location, brilliant service and superb choice for breakfast", Checking out! 😄,10,Superb!
1691,Australia,Standard Room,1 night ,August 2019,Couple, The bed!!!!! And the staff are always helpful and lovely., Getting out of bed,10,Exceptional
1692,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Couple, Great Location., Breakfast could be served earlier. Unable to have breakfast if you have an early flight.,7.5,Great location and comfortable room but breakfast started too late for our flight time.
1693,United Kingdom,Standard Room,1 night ,August 2019,Group, Very comfortable and quiet., It would of been nice to have a wider choice of places to eat with better prices.,9.6,Relaxing and comfortable with all essential needs.
1694,United Kingdom,Standard Room,2 nights ,August 2019,Family, Everything!,,9.6,Perfect location. Great room. Would always stay here before a flight.
1695,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Solo traveler," Great location,  close to airport terminal, yet peaceful to facilitate a good night's sleep",,10,Exceptional
1696,United Kingdom,Standard Room,1 night ,August 2019,Couple, Staff went the additional mile by giving us a complimentary bottle of wine as it was my 40tj Birthday. Staff were extremely friendly and efficiently checked us in on arrival.,,10,First class service and excellent staff.
1697,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, We have stayed here many times.. and certainly would not return if there had been any issues., The recent changes with room pricing.,10,Excellent place to stay before your holiday begins!
1698,United Kingdom,Premium Room,1 night ,August 2019,Couple," Excellently appointed rooms, quiet, helpful and friendly staff"," Wi-fi unreliable, had to turn off Wi-fi setting on the phone and use 4G instead",9.2,Wonderful
1699,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, Location .staff .comfort . I enjoyed every thing the hotel offered ., N/A,10,"Clean, friendly staff and location for terminal 2 ."
1700,United Kingdom,Standard Room,1 night ,August 2019,Group, So close to the airport terminals, Nothing!,10,Exceptional
1701,United States of America,Superior Room with Runway View,1 night ,August 2019,Couple, Convenient location, All good,10,Exceptional
1702,United Kingdom,Standard Room,1 night ,August 2019,Couple," Honeymoon to Italy so stayed over and opened door to see ""happy honeymoon"" in with chocolate with three strawberry. Nice touch to start our trip off", Better pillows in room bit flat,8.8,Excellent wish we could of stayed longer.
1703,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple," The closeness to terminal 1, and the food.",,10,Nice Airport Hotel
1704,United Arab Emirates,Standard Room,1 night ,August 2019,Family, Brilliant location right at airport so no transfer needed. Train station goes to airport and it’s a 5 min walk. It’s also very clean and comfortable, A bit expensive,8.8,Excellent
1705,Singapore,Premium Room,2 nights ,August 2019,Family, Amazing hospitality by the staff. Comfortable rooms and incredibly convenient given proximity to airport terminals through the linkways.,,9.0,excellent
1706,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler," Fabulous! Lovely room, exceptionally clean, very luxurious. Top breakfast. Will stay here again.",,10,I'm moving in....
1707,United Kingdom,Standard Room,1 night ,August 2019,Family, Location to check in desk, It was a bit pricey,9.6,Exceptional
1708,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Solo traveler," Very convenient for an early flight. Rooms large and comfortable. Good toiletries. For early starts there is a coffe machine, fruit. Cereal bars and water available in reception", It is rather expensive just for a room,9.2,Great hotel before onward travel
1709,Denmark,Superior Room with Runway View,1 night ,August 2019,Couple," Got upgraded :-)
Breakfast was perfect, with special order eggs/omelette.
Only stayed one night, so didn't get chance to try the gym - maybe next time...."," We think it is overpriced.
Main reason for choice was the covered walk to the airport - but it's quite a long walk. If this is the only reason, perhaps better to stay in a cheaper hotel with a free shuttle.
Car park here is also expensive.",8.3,"Excellent one night stay, but a bit pricey."
1710,Cyprus,Superior Room with Runway View,1 night ,August 2019,Couple," All round good expiriance, we will stay there again.
Very convenient.", Nothing,9.6,"Very nice and convenient hotel for flying from Manchester,"
1711,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler, Always the best hotel to stay in when flying out of Manchester.,,10,Stayed the night before a flight to America.
1712,Kuwait,Superior Room with Runway View,1 night ,August 2019,Family," location @ airport , wifi",,10,Exceptional
1713,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple," Excellent location for T2 especially. Quiet rooms, large bed.",,9.6,Consistently good
1714,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler, Service and location great., Expensive extra costs for room service.,9.6,Perfect pre holiday stop for Manchester Airport
1715,United Kingdom,Standard Room,1 night ,August 2019,Family," Great location very comfortable, and left me a complimentary bottle and a happy birthday wish",,10,Exceptional
1716,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler, Excellent location- next to airport. Lovely rooms . Efficient and friendly staff. Prompt room service., Nothing - all fine,10,Exceptional
1717,Saudi Arabia,Standard Room,1 night ,August 2019,Couple, Lovely comfy welcoming bed with great pillows.  Spacious and clean neat room.,,8.3,Perfect transit stop for a good sleep in lovely room
1718,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Solo traveler," Convenient to all terminals 
Luxury feel 
Attentive staff 
Lovely place to spend time"," Price of food and drinks is high. This is the airport, to be expected, but the price is high
Service at the bar can be slow even when not busy",9.2,Super stay
1719,United Kingdom,Executive Room with Lounge Access,1 night ,August 2019,Couple, Excellent location for onward travel. Staff extremely helpful and polite. Executive room as expected and lounge facilities as ever were great. A great start to our holiday., Nothing,9.6,An excellent start to our holiday.
1720,Greece,Standard Room,1 night ,August 2019,Couple, The bed was extremely comfortable, Didn’t like been woken up by drunken guests in the middle of the night,10,Exceptional
1721,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler, Excellent service & very friendly staff,,10,Exceptional
1722,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Couple, location and price when booked through booking.com, unable to book car package with room,9.2,it was the perfect start to our holiday
1723,Cyprus,Standard Room,1 night ,August 2019,Couple, Location is everything with this hotel. Comfortable and clean., Not a lot really.,8.3,Very good
1724,New Zealand,Superior Room with Runway View,1 night ,August 2019,Solo traveler," Coming to the hotel straight from hospital, I stayed from 8pm Monday to 4pm Tuesday and received excellent service including a wheel chair from the hotel to terminal 3 through security. All impeccably organised despite large holiday crowds everywhere.",,10,Critical to getting back to France in good shape
1725,United Kingdom,Standard Room,1 night ,August 2019,Couple, Great location with easy covered access to all terminals. Exceptionally clean and had a great sleep before my flight, Room service meal average and overpriced,10,Exceptional
1726,United Kingdom,Standard Room,1 night ,August 2019,Family, Everything., Nothing,10,Great start to a holiday
1727,Australia,Standard Room,1 night ,August 2019,Solo traveler," I had an early morning flight and needed somewhere close to the airport and wouldn’t need to travel too far after dropping off the hire car, this was perfect.
They had a gym as well, which was great to be able to access."," It’s about a 15 minutes walk to terminal 3, maybe posting walking times to each terminal would be helpful.",9.6,Exceptional
1728,United Kingdom,Standard Room,1 night ,August 2019,Couple," Perfect location right next to the airport. Large, clean rooms. Good value for money.", Pillows were quiet thin and soft.,9.6,Perfect
1729,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, Hospitality wonderful. A relaxed atmosphere and great way to start your holiday. I strongly recommend the executive rooms and lounge.,,10,Exceptional
1730,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler, Proximity to airport, N/A,9.6,Exceptional
1731,United Kingdom,Standard Room,1 night ,August 2019,Family," Clean, organised", Nothing,10,Exceptional
1732,Ireland,Superior Room with Runway View,1 night ,August 2019,Solo traveler, excellent rooms and food, everything perfect,10,Exceptional
1733,Isle of Man,Superior Room with Runway View,1 night ,August 2019,Solo traveler, I didn’t have any croissants but the food overall in the restaurant was very good, No water in the room and a stocked bar and fridge I would prefer. Overall it was a pleasant experience,8.8,I enjoyed it very much a very pleasant and comfortable stay the beds are great also the pillows and
1734,United Kingdom,Standard Room,1 night ,August 2019,Couple, Very comfy pillows and a lovely breakfast., It would be good to offer a smaller basic evening meal. We eat elsewhere in the airport.,9.6,We booked here for the convenience before a flight and were glad we chose this hotel.
1735,Australia,Superior Room with Runway View,1 night ,August 2019,Couple," Property was situated within meters to airport with undercover access to terminals. Also close to train station, quick and easy train ride into Manchester.",,9.6,Great hotel - convenient for airport and trains
1736,United Kingdom,Standard Room,1 night ,August 2019,Couple, Liked to clean tidy well appointed room, Butter croissants great. But chocolate croissants were stale hard and inedible,10,Reliable hotel
1737,United States of America,Standard Room,1 night ,August 2019,Group, It’s right at the airport!,,10,Exceptional
1738,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Family, Stayed over before an early flight. rooms very nice and clean. bed very comfy! Bar and food really good., nothing - all good,9.2,Great hotel and staff. Perfect to take the stress away from an early morning flight
1739,United Kingdom,Standard Room,1 night ,July 2019,Couple," The location of the property was excellent, it made travelling on an early morning flight much more relaxing. The bed was an excellent size and so comfy, the room was larger than expected too. Staff were on hand to help with all needs."," There wasn’t anything not to like, the only problem I had was the plug in the bath. This is the only thing I could moan about, but it wasn’t even an issue.",9.2,Wonderful
1740,United Kingdom,Standard Room,1 night ,August 2019,Couple, Room was spacious and clean, The restaurant and bar is good but very over priced,8.8,Convenient but on the pricey side
1741,United Kingdom,Standard Room,1 night ,August 2019,Family," Location to the airport, swimming pool, size of beds"," Cot bed didn’t have proper mattress, there wasn’t an option for low level lighting",9.2,Wonderful
1742,United Kingdom,Standard Room,1 night ,July 2019,Couple, Out free upgrade!, Everything was lovely!,10,Exceptional
1743,United Kingdom,Standard Room,1 night ,July 2019,Couple, Comfortable room and bed. Pleasant efficient staff. Restaurant good,,9.2,Wonderful
1744,United Kingdom,Standard Room,1 night ,August 2019,Family, All worked very well with the bed and room configuration that we requested,,7.9,Good
1745,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler, Location is fantastic for the airport, Nothing,10,Exceptional
1746,Greece,Standard Room,1 night ,August 2019,Couple, Bed really comfortable. Shower excellent., Opportunity for simple cheaper  breakfast.,10,Super snooze after tiring travel!
1747,United Kingdom,Standard Room,1 night ,August 2019,Couple, 5*,,10,Very nice hotel
1748,United Kingdom,Standard Room,1 night ,August 2019,Couple," Comfy beds ,", Not enough milk cartons in the room,10,Good location for us arriving early hours of the morning
1749,Australia,Standard Room,1 night ,August 2019,Family, Perfect location - made solo travel with baby easy! Took trolley up to my room and was ready to go for my early morning flight., Drop off and parking is super confusing!,8.8,Top hotel location
1750,United Kingdom,Standard Room,1 night ,August 2019,Couple," Size of room.
Comfy large bed 
Large fluffy towels
Lovely clean bathroom facilities
Slippers"," Not enough coffee
No dressing gowns",10,Exceptional
1751,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, How close it was to the train station,,8.8,Excellent
1752,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, We have stayed here on numerous occasions. Its in a perfect spot. We are always happy with the service., Everything was perfect as usual.,9.6,Excellent as always
1753,United Kingdom,Premium Room with Runway View,1 night ,August 2019,Couple, 5 minute walk from Manchester Airport was main reason for staying here as we were on early morning flight. Easy to get to via train and rooms were of high quality., Restaurant was a little over priced for dinner.,8.3,Excellent hotel in convienant location
1754,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple," The bed was very comfortable, the staff were very helpful, the view was brilliant, we spent ages at the window watching the planes take off and land. The breakfast was very good there was plenty of options."," There was nothing in the mini bar, the little m restaurant was not upto our expectations, the food was expensive for what it was.",9.2,We really enjoyed our stay.
1755,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, Everything else, There not very good at making cocktails,10,Exceptional
1756,United Kingdom,Standard Room,1 night ,August 2019,Family, Close to station and terminals, Attitude of breakfast staff member,8.3,Very Good
1757,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler, Great location to the airport. Rooms very spacious and amazing bed!!, Nothing,10,Exceptional
1758,United Kingdom,Standard Room,1 night ,August 2019,Couple," Perfect location. Great breakfast. Comfy, spacious rooms.", Nothing to dislike.,10,Perfect start to the holiday.
1759,United Kingdom,Premium Room,1 night ,August 2019,Family, Very close to the train station and terminals making arriving and leaving stress free.,,9.6,Perfect start to a family holiday
1760,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, Location to terminal 2 was perfect for morning flight., Nothing,10,Good value.. perfect location..
1761,United Kingdom,Standard Room,1 night ,August 2019,Family, Everything, Nothing,9.6,Exceptional
1762,Ireland,Standard Room,1 night ,July 2019,Solo traveler, Everything else, Price too expensive,9.2,Wonderful
1763,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, Very nice room and excellent breakfast. Location always good for starting the holiday., Telephone didn't work in the bedroom,8.8,Excellent
1764,United Kingdom,Standard Room,1 night ,July 2019,Couple," Location made it so easy to access the airport. The room was lovely and clean, we even received a free upgrade as we were staying for my birthday which was much appreciated.",,9.6,Exceptional
1765,United Kingdom,Standard Room,1 night ,July 2019,Couple, all apart from drink prices, drink prices,10,staff always spot on
1766,United Kingdom,Executive Room with Runway View and Lounge Access,1 night ,August 2019,Couple, Everything, Alarm call booked Friday night never received,9.2,Stayed a few times before excellent
1767,United Kingdom,Premium Room,1 night ,August 2019,Family," Stayed here many times. 
Great for early morning flights can walk to all terminals under cover.", Didn’t have a roll away bed for my daughter even though it was requested on booking.,8.8,Excellent
1768,United Kingdom,Standard Room,1 night ,August 2019,Family, Excellent location, Prices,9.6,Perfect location before an early flight
1769,United Kingdom,Standard Room,1 night ,August 2019,Solo traveler," The location- connected to the airport (all terminals).  Big telly, comfortable bed.  The check-in was amazingly quick.", I had to get the card key reprogrammed every time I left the room.  The hotel safe would not fit my iPad Pro.,10,Great place to stay if you have an early morning flight.
1770,Isle of Man,Superior Room with Runway View,1 night ,August 2019,Couple, Fab staff friendly and helpful,,10,Exceptional
1771,United Kingdom,Standard Room,1 night ,July 2019,Group, Proximity to departure lounges, Very poor choice of food in the restaurant for gluten free dietary requirements.,7.5,Comfortable.
1772,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Solo traveler, Comfort and Location, A bit pricey,9.2,Wonderful
1773,United Kingdom,Standard Room,1 night ,August 2019,Couple," Very efficient and friendly service.
Upgraded us to Business room on 9th floor, very nice bed, linens and bathroom 
Great location",,9.6,Exceptional
1774,Switzerland,Superior Room with Runway View,1 night ,August 2019,Solo traveler," Fantastic staff-everyone was cheerful, friendly and helpful. This is a super hotel and I will definitely return. Highly recommended.",,10,A relaxing experience.
1775,United Kingdom,Standard Room,1 night ,August 2019,Couple," Staff are wonderfully welcoming - rooms are comfortable, clean and well-stocked with necessities.", Dinner menu is extremely limited and not good value for money.,9.2,Great airport hotel
1776,France,Standard Room,1 night ,August 2019,Family," Super room (standard twin), spacious plus very comfy bed and pillows. I slept very well, no noise at all so well insulated. Immaculate and beautifully designed. Easy to find and reach on foot via the undercover walkway."," Hotel quite expensive. Restaurant was a bit of a let down. Couldn’t understand waiters (I’m British!) though they were very polite. I asked what the salmon filet came with? Was told it was ‘lots of steamed vegetables’ actually it was very strange - hot salmon on a bed of lettuce with a few sauteed potatoes. Very average. Wine I selected by the glass Pino Grigio ( small) was an exorbitant £10 per glass. I sent it back as it was undrinkable in my opinion ( very very sweet, ugh pale yellow colour)!",9.6,"Super hotel, but pricey"
1777,United Kingdom,Executive Room with Lounge Access,1 night ,August 2019,Solo traveler," Brilliant stay however the only equlipse was the IRD burger which was underwhelming. Apart from that all was brilliant and staff as usual were superb...
Thank you..",,9.6,Fantastic...
1778,United Kingdom,Premium Room,1 night ,August 2019,Couple, Very very quiet room with huge bed and nice surroundings, All was good,9.6,Fantastic Executive room for an airport overnight stay - very rested in the morning.
1779,Saudi Arabia,Standard Room,1 night ,August 2019,Family," Friendly staff , Great  location",,9.6,"During my next trip through Manchester airport , I will stay again   in this lovely hotel"
1780,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Family, Perfect location for an early flight, First room had no view/wall view even though we’d booked/paid for runway views...the staff soon moved us to a room with a great view!,8.3,Very Good
1781,United Kingdom,Standard Room,1 night ,August 2019,Family, Wonderful staff from concierge and reception.  Quickest check in to a hotel I ever been to and baby cot as requested in the room when we arrived. Excellent service., Seated at restaurant a little quicker.,10,Amazing. Lovely staff and great hotel.
1782,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler, Very clean and u don’t get penalised for being a single traveller by being allocated a smaller room," It would be nice if there was assistance from the hotel to the terminal for disabled. It’s a long way even via the moving travelators. However these were out of order when I stayed which made things very difficult. There may be this service, however I didn’t ask and therefore underestimated how it would affect me.",10,Exceptional
1783,United Kingdom,Standard Room,1 night ,August 2019,Couple,, The draft beer options leave a lot to be desired,10,Exceptional
1784,Ireland,Standard Room,1 night ,August 2019,Couple, We were upgraded to a premier room. Ideal location for airport. Friendly staff. Fab breakfast.,,9.2,Wonderful
1785,United Kingdom,Standard Room,1 night ,August 2019,Family, Staff - they were fantastic with us in particular our young son. They even went to the trouble to change our room so that he could see the planes from our runway view room. This was done unprompted and a little thing that goes a long way.,,10,Exceptional
1786,United Kingdom,Standard Room,1 night ,August 2019,Couple," Excellent access to departure gate!
Had a lovely meal the evening before the flight & although a little on the pricey side, it was gorgeous!!",,9.6,Overnight prior to holiday flight early next morning
1787,United Kingdom,Standard Room,1 night ,July 2019,Family, The location could not be better for access to Manchester airport. The skyway allows hotel residents to walk directly into Manchester airport terminals or the meet n greet car parks are very close by. I understand that some airlines will check your baggage in from the hotel although we didn't use this facility, we arrived quite late in the evening with a baby that just wanted to go to sleep so needed to order room service for something to eat - it was very expensive!,7.9,"Ideal location, could not be more convenient"
1788,Israel,Standard Room,1 night ,August 2019,Couple," Having a good night sleep before departing to my country 
No husel before departure.", There was nothing I disliked,10,A convenient way to depart from Manchester.
1789,Australia,Standard Room,1 night ,July 2019,Couple," I Didn't have breakfast as I had an early flight, but I loved the location, so easy to get to the airport in the morning just have to walk through and I am there.", Would have been good if there were some more eating places that were a bit cheaper close by,10,"Very satisfied, great location if you have to fly out next day , room was comfortable and clean."
1790,United Kingdom,Standard Room,1 night ,August 2019,Couple,, The en suite bathroom door squeaked badly - we reported it.,7.5,Good
1791,United Kingdom,Standard Room,1 night ,August 2019,Couple, Everything, Nothing,9.6,Very happy with the stay at the hotel 😀
1792,United States of America,Superior Room with Runway View,1 night ,August 2019,Solo traveler, Everything, Nothing,10,Exceptional
1793,Switzerland,Superior Room with Runway View,1 night ,August 2019,Solo traveler, Very Friendly perfect after a flight was cancelled,,10,Perfect
1794,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Family," This hotel is a perfect start to your holiday. Lovely hotel, lovely staff can not fault it.", Nothing.,10,Exceptional
1795,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler, Very good.,,9.6,Excellent for my arrival at 3 am!
1796,United Kingdom,Standard Room,1 night ,July 2019,Couple, Location was ideal, Room was to far to walk to lift,7.9,Good
1797,United Arab Emirates,Standard Room,1 night ,July 2019,Family," Ideal location as attached to the terminal 
Good size room with excellent facilities",,9.6,Exceptional
1798,United Kingdom,Standard Room,1 night ,July 2019,Couple, Always stay there when on early flight. Convenient for all terminals and evening meal there is fine., Nothing,9.6,Exceptional
1799,United Kingdom,Superior Room with Runway View,2 nights ,August 2019,Group, breakfast was great, TV menu functionality,9.6,Exceptional
1800,United Kingdom,Standard Room,1 night ,July 2019,Family, Location, Nothing,7.5,Good
